CHEMBL428690,2EUF,-0.8
CHEMBL2426395,2EUF,-0.5
CHEMBL2426391,2EUF,-0.5
CHEMBL2426387,2EUF,-0.5
CHEMBL20867,2HYY,-11.7
CHEMBL941,2HYY,inf
CHEMBL20252,2HYY,-13.6
CHEMBL418279,2HYY,-11.7
CHEMBL56669,2HYY,-9.8
CHEMBL56904,2HYY,-11.8
CHEMBL418270,2HYY,-10.7
CHEMBL56359,2HYY,-10.5
CHEMBL331906,2HYY,-8.1
CHEMBL121954,2HYY,-8.2
CHEMBL330621,4ASD,-8.3
CHEMBL98896,4ASD,-7.5
CHEMBL98653,4ASD,-8.0
CHEMBL319065,4ASD,-8.4
CHEMBL328644,4ASD,-8.6
CHEMBL98385,4ASD,-8.3
CHEMBL318728,4ASD,-8.8
CHEMBL98633,4ASD,-9.1
CHEMBL431073,4ASD,-8.3
CHEMBL98995,4ASD,-7.6
CHEMBL21156,3KRR,-11.3
CHEMBL388978,3KRR,-10.5
CHEMBL386760,3KRR,inf
CHEMBL221959,3KRR,-7.5
CHEMBL557844,3KRR,-8.2
CHEMBL221378,3KRR,-9.7
CHEMBL375205,3KRR,-10.0
CHEMBL220969,3KRR,-10.5
CHEMBL374321,3KRR,-9.7
CHEMBL221376,3KRR,-9.7
CHEMBL388978,1Q5K,-11.2
CHEMBL325353,1Q5K,-8.7
CHEMBL323944,1Q5K,-9.1
CHEMBL113272,1Q5K,-8.6
CHEMBL326705,1Q5K,-9.1
CHEMBL111298,1Q5K,-8.0
CHEMBL326688,1Q5K,inf
CHEMBL325817,1Q5K,-8.2
CHEMBL326208,1Q5K,inf
CHEMBL333829,1Q5K,-7.8
CHEMBL10,3GCS,-8.2
CHEMBL96565,3GCS,-9.4
CHEMBL419140,3GCS,-9.3
CHEMBL97579,3GCS,-8.4
CHEMBL96763,3GCS,-8.8
CHEMBL94770,3GCS,-9.4
CHEMBL94547,3GCS,-9.2
CHEMBL327987,3GCS,-9.0
CHEMBL330358,3GCS,-8.3
CHEMBL328752,3GCS,-8.7
CHEMBL86971,1HSG,inf
CHEMBL308649,1HSG,inf
CHEMBL108102,1HSG,inf
CHEMBL114,1HSG,inf
CHEMBL75310,1HSG,inf
CHEMBL433293,1HSG,-5.9
CHEMBL301213,1HSG,inf
CHEMBL303625,1HSG,inf
CHEMBL320783,1HSG,inf
CHEMBL309346,1HSG,inf
CHEMBL108952,1OYT,inf
CHEMBL3142655,1OYT,inf
CHEMBL3142745,1OYT,-0.0
CHEMBL3142745,1OYT,-0.0
CHEMBL431443,1OYT,inf
CHEMBL3142679,1OYT,-0.0
CHEMBL47481,1OYT,-0.0
CHEMBL3349684,1OYT,-0.0
CHEMBL3349684,1OYT,-0.0
CHEMBL177225,1OYT,inf
CHEMBL117716,2P16,inf
CHEMBL369583,2P16,inf
CHEMBL176744,2P16,-10.2
CHEMBL367476,2P16,inf
CHEMBL366405,2P16,inf
CHEMBL126575,2P16,-10.3
CHEMBL337921,2P16,-9.9
CHEMBL340500,2P16,-9.4
CHEMBL117721,2P16,inf
CHEMBL331807,2P16,inf
CHEMBL78946,2WJO,inf
CHEMBL65752,2WJO,inf
CHEMBL65981,2WJO,inf
CHEMBL293611,2WJO,inf
CHEMBL294274,2WJO,inf
CHEMBL304010,2WJO,inf
CHEMBL264379,2WJO,inf
CHEMBL440490,2WJO,inf
CHEMBL78946,2WJO,inf
CHEMBL143239,2WJO,inf
CHEMBL419772,1MEM,-7.1
CHEMBL115734,1MEM,-7.6
CHEMBL3142832,1MEM,inf
CHEMBL100563,1MEM,inf
CHEMBL99890,1MEM,inf
CHEMBL87150,1MEM,inf
CHEMBL294615,1MEM,inf
CHEMBL57836,1MEM,inf
CHEMBL77665,1MEM,inf
CHEMBL77665,1MEM,inf
CHEMBL319514,2P8S,-5.1
CHEMBL67279,2P8S,-6.5
CHEMBL503274,2P8S,-6.0
CHEMBL98408,2P8S,-5.5
CHEMBL1790478,2P8S,-6.7
CHEMBL66032,2P8S,-6.3
CHEMBL63726,2P8S,-6.7
CHEMBL292342,2P8S,-6.6
CHEMBL63698,2P8S,-6.3
CHEMBL291428,2P8S,-7.9
CHEMBL47918,2V0Z,inf
CHEMBL47918,2V0Z,inf
CHEMBL301347,2V0Z,inf
CHEMBL301347,2V0Z,inf
CHEMBL48624,2V0Z,inf
CHEMBL48624,2V0Z,inf
CHEMBL300504,2V0Z,inf
CHEMBL49225,2V0Z,inf
CHEMBL49225,2V0Z,inf
CHEMBL49218,2V0Z,inf
CHEMBL177126,3NF6,inf
CHEMBL143614,3NF6,-5.1
CHEMBL143614,3NF6,-5.1
CHEMBL292992,3NF6,inf
CHEMBL342295,3NF6,-4.6
CHEMBL50605,3NF6,-4.4
CHEMBL85597,3NF6,inf
CHEMBL63592,3NF6,inf
CHEMBL63592,3NF6,inf
CHEMBL144727,3NF6,-5.0
CHEMBL431611,3ERT,-9.6
CHEMBL316132,3ERT,-9.4
CHEMBL304552,3ERT,-11.1
CHEMBL85881,3ERT,-9.4
CHEMBL85536,3ERT,-10.6
CHEMBL267385,3ERT,-11.1
CHEMBL315761,3ERT,-8.9
CHEMBL281499,3ERT,-11.0
CHEMBL25228,3ERT,-10.0
CHEMBL432454,3ERT,-10.1
CHEMBL134277,2AM9,6.2
CHEMBL146794,2AM9,inf
CHEMBL2112885,2AM9,inf
CHEMBL717,2AM9,-6.7
CHEMBL717,2AM9,-6.7
CHEMBL336169,2AM9,5.9
CHEMBL806,2AM9,-8.4
CHEMBL103,2AM9,-10.3
CHEMBL103,2AM9,-10.3
CHEMBL1274,2AM9,-8.9
CHEMBL134277,3BQD,-6.5
CHEMBL134277,3BQD,-6.5
CHEMBL415524,3BQD,-6.6
CHEMBL415524,3BQD,-6.6
CHEMBL336353,3BQD,-2.8
CHEMBL413309,3BQD,-5.2
CHEMBL717,3BQD,-10.4
CHEMBL717,3BQD,-10.4
CHEMBL337856,3BQD,-7.4
CHEMBL337856,3BQD,-7.4
CHEMBL111217,2PRG,-8.3
CHEMBL111217,2PRG,-8.3
CHEMBL130231,2PRG,inf
CHEMBL130231,2PRG,inf
CHEMBL337393,2PRG,inf
CHEMBL337393,2PRG,inf
CHEMBL131826,2PRG,-8.3
CHEMBL131826,2PRG,-8.3
CHEMBL335242,2PRG,inf
CHEMBL335242,2PRG,inf
CHEMBL52407,2RH1,inf
CHEMBL56449,2RH1,-10.2
CHEMBL54749,2RH1,inf
CHEMBL299719,2RH1,-10.6
CHEMBL291467,2RH1,inf
CHEMBL295502,2RH1,inf
CHEMBL56768,2RH1,-10.4
CHEMBL317003,2RH1,inf
CHEMBL317003,2RH1,inf
CHEMBL101521,2RH1,inf
CHEMBL17002,3EML,inf
CHEMBL132806,3EML,-9.5
CHEMBL336217,3EML,inf
CHEMBL134566,3EML,-9.7
CHEMBL435022,3EML,-9.1
CHEMBL277386,3EML,inf
CHEMBL275360,3EML,inf
CHEMBL17294,3EML,-9.0
CHEMBL16534,3EML,inf
CHEMBL138593,3EML,-10.1
CHEMBL292943,3PBL,-9.4
CHEMBL317757,3PBL,-8.2
CHEMBL309118,3PBL,-10.3
CHEMBL315864,3PBL,-8.9
CHEMBL61682,3PBL,-9.6
CHEMBL419505,3PBL,inf
CHEMBL108527,3PBL,inf
CHEMBL64597,3PBL,-8.5
CHEMBL291824,3PBL,-9.7
CHEMBL110411,3PBL,inf
CHEMBL336398,4EY7,-8.3
CHEMBL130628,4EY7,-10.0
CHEMBL130098,4EY7,-9.5
CHEMBL335033,4EY7,-11.3
CHEMBL130666,4EY7,-9.0
CHEMBL336524,4EY7,-8.9
CHEMBL336276,4EY7,-9.5
CHEMBL334395,4EY7,-9.5
CHEMBL131320,4EY7,-9.7
CHEMBL54126,4EY7,-7.4
CHEMBL331650,2V60,-9.8
CHEMBL121432,2V60,-8.9
CHEMBL350093,2V60,-10.0
CHEMBL161907,2V60,-8.7
CHEMBL17079,2V60,-9.6
CHEMBL434261,2V60,-9.6
CHEMBL17092,2V60,-9.6
CHEMBL16530,2V60,-9.6
CHEMBL348961,2V60,-9.9
CHEMBL16623,2V60,-9.2
CHEMBL268177,3HS4,-6.2
CHEMBL268439,3HS4,-8.2
CHEMBL544127,3HS4,-7.5
CHEMBL148167,3HS4,-8.1
CHEMBL358290,3HS4,-8.1
CHEMBL148426,3HS4,-7.6
CHEMBL144766,3HS4,-8.4
CHEMBL356059,3HS4,-7.3
CHEMBL144970,3HS4,-8.5
CHEMBL144186,3HS4,-7.6
CHEMBL297008,3LN1,-10.6
CHEMBL43736,3LN1,-11.1
CHEMBL140167,3LN1,-9.8
CHEMBL43737,3LN1,-10.9
CHEMBL43511,3LN1,-11.3
CHEMBL1316,3LN1,-9.7
CHEMBL40245,3LN1,-11.5
CHEMBL44152,3LN1,-10.7
CHEMBL298208,3LN1,-11.4
CHEMBL43002,3LN1,-11.0
CHEMBL90164,1UDT,inf
CHEMBL87901,1UDT,-8.8
CHEMBL313197,1UDT,inf
CHEMBL86578,1UDT,-10.2
CHEMBL313561,1UDT,inf
CHEMBL87202,1UDT,-10.0
CHEMBL87954,1UDT,-8.9
CHEMBL327772,1UDT,inf
CHEMBL433418,1UDT,-9.8
CHEMBL86743,1UDT,-10.3
CHEMBL246344,3HR1,inf
CHEMBL246143,3HR1,-9.8
CHEMBL246142,3HR1,inf
CHEMBL437183,3HR1,inf
CHEMBL246141,3HR1,inf
CHEMBL245939,3HR1,inf
CHEMBL245938,3HR1,-10.0
CHEMBL245737,3HR1,-10.0
CHEMBL397774,3HR1,-9.9
CHEMBL248059,3HR1,-9.7
CHEMBL154151,1D3G,-10.9
CHEMBL345464,1D3G,-11.8
CHEMBL157105,1D3G,-11.5
CHEMBL345701,1D3G,-11.1
CHEMBL345652,1D3G,-11.7
CHEMBL345147,1D3G,-11.6
CHEMBL155597,1D3G,-11.5
CHEMBL349577,1D3G,-12.3
CHEMBL154513,1D3G,-11.9
CHEMBL157164,1D3G,-11.3
CHEMBL7130,1U72,-7.9
CHEMBL33697,1U72,-10.8
CHEMBL22,1U72,-7.9
CHEMBL20975,1U72,-10.0
CHEMBL20587,1U72,-8.7
CHEMBL21254,1U72,-8.5
CHEMBL20466,1U72,-11.0
CHEMBL280378,1U72,-8.7
CHEMBL6666,1U72,-10.4
CHEMBL25817,1U72,-8.6
CHEMBL169896,1HVY,-11.0
CHEMBL169506,1HVY,-9.9
CHEMBL355323,1HVY,inf
CHEMBL324739,1HVY,inf
CHEMBL168907,1HVY,inf
CHEMBL168367,1HVY,inf
CHEMBL167164,1HVY,-10.8
CHEMBL355662,1HVY,-10.4
CHEMBL355616,1HVY,inf
CHEMBL400364,1HVY,-8.2
CHEMBL414883,1UYG,-9.0
CHEMBL414883,1UYG,-9.0
CHEMBL360563,1UYG,-8.3
CHEMBL414883,1UYG,-9.0
CHEMBL399530,1UYG,-9.6
CHEMBL191074,1UYG,-9.6
CHEMBL364968,1UYG,-9.4
CHEMBL371380,1UYG,-9.4
CHEMBL366215,1UYG,-9.0
CHEMBL424811,1UYG,-8.8
CHEMBL1957266,3MXF,-8.2
CHEMBL1957266,3MXF,-8.2
CHEMBL1957266,3MXF,-8.2
CHEMBL1957266,3MXF,-8.2
CHEMBL1738926,3MXF,-9.8
CHEMBL1232461,3MXF,-9.6
CHEMBL1232461,3MXF,-9.6
CHEMBL1738926,3MXF,-9.8
CHEMBL1957266,3MXF,-8.2
CHEMBL1957266,3MXF,-8.2
